LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_632_a_1 DER_632_a_1 tlx_632_a_h_1 SoC _85C82172-3CBB-40F0-B282-0916456AE0D4 _50E4FC1C-9048-4FBC-AEDB-A62814497893
PowerElectronicsConnection BatteryUnit DER_632_a_1 DER_632_a_1 tlx_632_a_h_1 s1 _85C82172-3CBB-40F0-B282-0916456AE0D4 _50E4FC1C-9048-4FBC-AEDB-A62814497893
PowerElectronicsConnection BatteryUnit DER_632_a_1 DER_632_a_1 tlx_632_a_h_1 s2 _85C82172-3CBB-40F0-B282-0916456AE0D4 _50E4FC1C-9048-4FBC-AEDB-A62814497893
PowerElectronicsConnection BatteryUnit DER_632_a_10 DER_632_a_10 tlx_632_a_h_10 SoC _BB684406-A21D-4F31-BCC7-C4BC37814460 _56EF41BC-5F28-42EC-A740-CE5F2CE9ED9A
PowerElectronicsConnection BatteryUnit DER_632_a_10 DER_632_a_10 tlx_632_a_h_10 s1 _BB684406-A21D-4F31-BCC7-C4BC37814460 _56EF41BC-5F28-42EC-A740-CE5F2CE9ED9A
PowerElectronicsConnection BatteryUnit DER_632_a_10 DER_632_a_10 tlx_632_a_h_10 s2 _BB684406-A21D-4F31-BCC7-C4BC37814460 _56EF41BC-5F28-42EC-A740-CE5F2CE9ED9A
PowerElectronicsConnection BatteryUnit DER_632_a_11 DER_632_a_11 tlx_632_a_h_11 SoC _F5DCEE57-9AE4-4858-99BC-1A228C4A18AA _02A96128-D6E7-4A43-959B-93CC9AAADC81
PowerElectronicsConnection BatteryUnit DER_632_a_11 DER_632_a_11 tlx_632_a_h_11 s1 _F5DCEE57-9AE4-4858-99BC-1A228C4A18AA _02A96128-D6E7-4A43-959B-93CC9AAADC81
PowerElectronicsConnection BatteryUnit DER_632_a_11 DER_632_a_11 tlx_632_a_h_11 s2 _F5DCEE57-9AE4-4858-99BC-1A228C4A18AA _02A96128-D6E7-4A43-959B-93CC9AAADC81
PowerElectronicsConnection BatteryUnit DER_632_a_12 DER_632_a_12 tlx_632_a_h_12 SoC _B1598687-52A7-4051-9D24-4FAF295418C1 _37811FCF-7D8E-4CF3-A0A4-26ECDBD4B0F6
PowerElectronicsConnection BatteryUnit DER_632_a_12 DER_632_a_12 tlx_632_a_h_12 s1 _B1598687-52A7-4051-9D24-4FAF295418C1 _37811FCF-7D8E-4CF3-A0A4-26ECDBD4B0F6
PowerElectronicsConnection BatteryUnit DER_632_a_12 DER_632_a_12 tlx_632_a_h_12 s2 _B1598687-52A7-4051-9D24-4FAF295418C1 _37811FCF-7D8E-4CF3-A0A4-26ECDBD4B0F6
PowerElectronicsConnection BatteryUnit DER_632_a_13 DER_632_a_13 tlx_632_a_h_13 SoC _7F41AC01-304A-48C3-8038-8BDCDB471550 _5FEF1250-BA32-4ACC-8DE9-ACEE3B59708E
PowerElectronicsConnection BatteryUnit DER_632_a_13 DER_632_a_13 tlx_632_a_h_13 s1 _7F41AC01-304A-48C3-8038-8BDCDB471550 _5FEF1250-BA32-4ACC-8DE9-ACEE3B59708E
PowerElectronicsConnection BatteryUnit DER_632_a_13 DER_632_a_13 tlx_632_a_h_13 s2 _7F41AC01-304A-48C3-8038-8BDCDB471550 _5FEF1250-BA32-4ACC-8DE9-ACEE3B59708E
PowerElectronicsConnection BatteryUnit DER_632_a_14 DER_632_a_14 tlx_632_a_h_14 SoC _5784556D-9108-4046-8D51-EFCD01A7BD4A _ECC6F896-6CCB-4183-BB48-AAD082DEB726
PowerElectronicsConnection BatteryUnit DER_632_a_14 DER_632_a_14 tlx_632_a_h_14 s1 _5784556D-9108-4046-8D51-EFCD01A7BD4A _ECC6F896-6CCB-4183-BB48-AAD082DEB726
PowerElectronicsConnection BatteryUnit DER_632_a_14 DER_632_a_14 tlx_632_a_h_14 s2 _5784556D-9108-4046-8D51-EFCD01A7BD4A _ECC6F896-6CCB-4183-BB48-AAD082DEB726
PowerElectronicsConnection BatteryUnit DER_632_a_15 DER_632_a_15 tlx_632_a_h_15 SoC _A563A473-8C9E-4B0C-8F80-43DB58278FEA _37FE1D83-EDC2-4BD7-9F71-98B3DC7A788F
PowerElectronicsConnection BatteryUnit DER_632_a_15 DER_632_a_15 tlx_632_a_h_15 s1 _A563A473-8C9E-4B0C-8F80-43DB58278FEA _37FE1D83-EDC2-4BD7-9F71-98B3DC7A788F
PowerElectronicsConnection BatteryUnit DER_632_a_15 DER_632_a_15 tlx_632_a_h_15 s2 _A563A473-8C9E-4B0C-8F80-43DB58278FEA _37FE1D83-EDC2-4BD7-9F71-98B3DC7A788F
PowerElectronicsConnection BatteryUnit DER_632_a_16 DER_632_a_16 tlx_632_a_h_16 SoC _EAA3B831-3C44-452A-AE84-DCC058D9772A _F834AA23-977C-4A95-B8DE-3F2691563AF1
PowerElectronicsConnection BatteryUnit DER_632_a_16 DER_632_a_16 tlx_632_a_h_16 s1 _EAA3B831-3C44-452A-AE84-DCC058D9772A _F834AA23-977C-4A95-B8DE-3F2691563AF1
PowerElectronicsConnection BatteryUnit DER_632_a_16 DER_632_a_16 tlx_632_a_h_16 s2 _EAA3B831-3C44-452A-AE84-DCC058D9772A _F834AA23-977C-4A95-B8DE-3F2691563AF1
PowerElectronicsConnection BatteryUnit DER_632_a_17 DER_632_a_17 tlx_632_a_h_17 SoC _C7386535-4C01-4B20-A878-03A4B4EFA52D _EB23EA82-9CEB-41CC-B7D4-33317C5AD8B9
PowerElectronicsConnection BatteryUnit DER_632_a_17 DER_632_a_17 tlx_632_a_h_17 s1 _C7386535-4C01-4B20-A878-03A4B4EFA52D _EB23EA82-9CEB-41CC-B7D4-33317C5AD8B9
PowerElectronicsConnection BatteryUnit DER_632_a_17 DER_632_a_17 tlx_632_a_h_17 s2 _C7386535-4C01-4B20-A878-03A4B4EFA52D _EB23EA82-9CEB-41CC-B7D4-33317C5AD8B9
PowerElectronicsConnection BatteryUnit DER_632_a_18 DER_632_a_18 tlx_632_a_h_18 SoC _02C3DBFB-08D4-491A-88DA-C7BC89F085C0 _EE0D32F9-3F69-4BD6-9638-05D58BFF9006
PowerElectronicsConnection BatteryUnit DER_632_a_18 DER_632_a_18 tlx_632_a_h_18 s1 _02C3DBFB-08D4-491A-88DA-C7BC89F085C0 _EE0D32F9-3F69-4BD6-9638-05D58BFF9006
PowerElectronicsConnection BatteryUnit DER_632_a_18 DER_632_a_18 tlx_632_a_h_18 s2 _02C3DBFB-08D4-491A-88DA-C7BC89F085C0 _EE0D32F9-3F69-4BD6-9638-05D58BFF9006
PowerElectronicsConnection BatteryUnit DER_632_a_19 DER_632_a_19 tlx_632_a_h_19 SoC _82FB9CB7-3A6C-4783-A0C4-91B6D9A68F17 _45350BDE-C9F4-42A8-B49D-C884B08A1B79
PowerElectronicsConnection BatteryUnit DER_632_a_19 DER_632_a_19 tlx_632_a_h_19 s1 _82FB9CB7-3A6C-4783-A0C4-91B6D9A68F17 _45350BDE-C9F4-42A8-B49D-C884B08A1B79
PowerElectronicsConnection BatteryUnit DER_632_a_19 DER_632_a_19 tlx_632_a_h_19 s2 _82FB9CB7-3A6C-4783-A0C4-91B6D9A68F17 _45350BDE-C9F4-42A8-B49D-C884B08A1B79
PowerElectronicsConnection BatteryUnit DER_632_a_2 DER_632_a_2 tlx_632_a_h_2 SoC _1380C0B3-9947-47EF-A38B-69AE35C2F145 _47B35C73-92DA-43B8-9475-7F4CCD14251C
PowerElectronicsConnection BatteryUnit DER_632_a_2 DER_632_a_2 tlx_632_a_h_2 s1 _1380C0B3-9947-47EF-A38B-69AE35C2F145 _47B35C73-92DA-43B8-9475-7F4CCD14251C
PowerElectronicsConnection BatteryUnit DER_632_a_2 DER_632_a_2 tlx_632_a_h_2 s2 _1380C0B3-9947-47EF-A38B-69AE35C2F145 _47B35C73-92DA-43B8-9475-7F4CCD14251C
PowerElectronicsConnection BatteryUnit DER_632_a_20 DER_632_a_20 tlx_632_a_h_20 SoC _554EE58B-11E5-4673-AC70-C31B4591C3BA _BEDEAFD3-3C85-46AD-9CA8-3BD7DD84CB04
PowerElectronicsConnection BatteryUnit DER_632_a_20 DER_632_a_20 tlx_632_a_h_20 s1 _554EE58B-11E5-4673-AC70-C31B4591C3BA _BEDEAFD3-3C85-46AD-9CA8-3BD7DD84CB04
PowerElectronicsConnection BatteryUnit DER_632_a_20 DER_632_a_20 tlx_632_a_h_20 s2 _554EE58B-11E5-4673-AC70-C31B4591C3BA _BEDEAFD3-3C85-46AD-9CA8-3BD7DD84CB04
PowerElectronicsConnection BatteryUnit DER_632_a_21 DER_632_a_21 tlx_632_a_h_21 SoC _54D8CCF0-7B6A-4198-BF69-4E22DCFE80C9 _6424A15C-23A3-4D6E-A108-1A7CB0A14670
PowerElectronicsConnection BatteryUnit DER_632_a_21 DER_632_a_21 tlx_632_a_h_21 s1 _54D8CCF0-7B6A-4198-BF69-4E22DCFE80C9 _6424A15C-23A3-4D6E-A108-1A7CB0A14670
PowerElectronicsConnection BatteryUnit DER_632_a_21 DER_632_a_21 tlx_632_a_h_21 s2 _54D8CCF0-7B6A-4198-BF69-4E22DCFE80C9 _6424A15C-23A3-4D6E-A108-1A7CB0A14670
PowerElectronicsConnection BatteryUnit DER_632_a_22 DER_632_a_22 tlx_632_a_h_22 SoC _B1BE32B0-C39B-4BB2-B1F2-5C4B8738B9E7 _8A7320EE-15C0-46E2-B64C-D68A3991F05F
PowerElectronicsConnection BatteryUnit DER_632_a_22 DER_632_a_22 tlx_632_a_h_22 s1 _B1BE32B0-C39B-4BB2-B1F2-5C4B8738B9E7 _8A7320EE-15C0-46E2-B64C-D68A3991F05F
PowerElectronicsConnection BatteryUnit DER_632_a_22 DER_632_a_22 tlx_632_a_h_22 s2 _B1BE32B0-C39B-4BB2-B1F2-5C4B8738B9E7 _8A7320EE-15C0-46E2-B64C-D68A3991F05F
PowerElectronicsConnection BatteryUnit DER_632_a_23 DER_632_a_23 tlx_632_a_h_23 SoC _0F5408EF-8042-4C2E-9247-A0792D7FB6AE _FC865A07-D49D-46E1-80D6-677B2765F042
PowerElectronicsConnection BatteryUnit DER_632_a_23 DER_632_a_23 tlx_632_a_h_23 s1 _0F5408EF-8042-4C2E-9247-A0792D7FB6AE _FC865A07-D49D-46E1-80D6-677B2765F042
PowerElectronicsConnection BatteryUnit DER_632_a_23 DER_632_a_23 tlx_632_a_h_23 s2 _0F5408EF-8042-4C2E-9247-A0792D7FB6AE _FC865A07-D49D-46E1-80D6-677B2765F042
PowerElectronicsConnection BatteryUnit DER_632_a_24 DER_632_a_24 tlx_632_a_h_24 SoC _4BF95E54-5441-4914-BD6A-5F2D1D7F9229 _0EF06D0D-CB40-4CEA-AD55-096474CE27D5
PowerElectronicsConnection BatteryUnit DER_632_a_24 DER_632_a_24 tlx_632_a_h_24 s1 _4BF95E54-5441-4914-BD6A-5F2D1D7F9229 _0EF06D0D-CB40-4CEA-AD55-096474CE27D5
PowerElectronicsConnection BatteryUnit DER_632_a_24 DER_632_a_24 tlx_632_a_h_24 s2 _4BF95E54-5441-4914-BD6A-5F2D1D7F9229 _0EF06D0D-CB40-4CEA-AD55-096474CE27D5
PowerElectronicsConnection BatteryUnit DER_632_a_25 DER_632_a_25 tlx_632_a_h_25 SoC _54C01200-E1D1-48BF-8CDA-3548870763C7 _8488311D-D24D-4AD6-93E2-4AF63D9155B0
PowerElectronicsConnection BatteryUnit DER_632_a_25 DER_632_a_25 tlx_632_a_h_25 s1 _54C01200-E1D1-48BF-8CDA-3548870763C7 _8488311D-D24D-4AD6-93E2-4AF63D9155B0
PowerElectronicsConnection BatteryUnit DER_632_a_25 DER_632_a_25 tlx_632_a_h_25 s2 _54C01200-E1D1-48BF-8CDA-3548870763C7 _8488311D-D24D-4AD6-93E2-4AF63D9155B0
PowerElectronicsConnection BatteryUnit DER_632_a_26 DER_632_a_26 tlx_632_a_h_26 SoC _B03B3AFE-E93F-4A32-85EC-00E7511DCDCA _1D9DB9B6-6667-4110-ADE1-C93E3765C5D5
PowerElectronicsConnection BatteryUnit DER_632_a_26 DER_632_a_26 tlx_632_a_h_26 s1 _B03B3AFE-E93F-4A32-85EC-00E7511DCDCA _1D9DB9B6-6667-4110-ADE1-C93E3765C5D5
PowerElectronicsConnection BatteryUnit DER_632_a_26 DER_632_a_26 tlx_632_a_h_26 s2 _B03B3AFE-E93F-4A32-85EC-00E7511DCDCA _1D9DB9B6-6667-4110-ADE1-C93E3765C5D5
PowerElectronicsConnection BatteryUnit DER_632_a_27 DER_632_a_27 tlx_632_a_h_27 SoC _92336DDF-F3B6-4AD4-8A8E-9E2250B28856 _B4B42656-C019-4000-960B-EEBCCC2D1916
PowerElectronicsConnection BatteryUnit DER_632_a_27 DER_632_a_27 tlx_632_a_h_27 s1 _92336DDF-F3B6-4AD4-8A8E-9E2250B28856 _B4B42656-C019-4000-960B-EEBCCC2D1916
PowerElectronicsConnection BatteryUnit DER_632_a_27 DER_632_a_27 tlx_632_a_h_27 s2 _92336DDF-F3B6-4AD4-8A8E-9E2250B28856 _B4B42656-C019-4000-960B-EEBCCC2D1916
PowerElectronicsConnection BatteryUnit DER_632_a_28 DER_632_a_28 tlx_632_a_h_28 SoC _B66BD8DB-BDC9-47EC-9E2A-68DE430A5B52 _FF52541E-7A1A-4256-A0A6-2C605400BDE9
PowerElectronicsConnection BatteryUnit DER_632_a_28 DER_632_a_28 tlx_632_a_h_28 s1 _B66BD8DB-BDC9-47EC-9E2A-68DE430A5B52 _FF52541E-7A1A-4256-A0A6-2C605400BDE9
PowerElectronicsConnection BatteryUnit DER_632_a_28 DER_632_a_28 tlx_632_a_h_28 s2 _B66BD8DB-BDC9-47EC-9E2A-68DE430A5B52 _FF52541E-7A1A-4256-A0A6-2C605400BDE9
PowerElectronicsConnection BatteryUnit DER_632_a_29 DER_632_a_29 tlx_632_a_h_29 SoC _0620E727-0B75-4999-882F-B5D14F8B57FF _4B956FD1-8E14-43ED-A9E5-533B6C05B33D
PowerElectronicsConnection BatteryUnit DER_632_a_29 DER_632_a_29 tlx_632_a_h_29 s1 _0620E727-0B75-4999-882F-B5D14F8B57FF _4B956FD1-8E14-43ED-A9E5-533B6C05B33D
PowerElectronicsConnection BatteryUnit DER_632_a_29 DER_632_a_29 tlx_632_a_h_29 s2 _0620E727-0B75-4999-882F-B5D14F8B57FF _4B956FD1-8E14-43ED-A9E5-533B6C05B33D
PowerElectronicsConnection BatteryUnit DER_632_a_3 DER_632_a_3 tlx_632_a_h_3 SoC _E2F747CD-F4D7-4473-B2BC-13E45EF16F3A _E295F486-C5C6-4EA6-8E65-C21476D1ABD3
PowerElectronicsConnection BatteryUnit DER_632_a_3 DER_632_a_3 tlx_632_a_h_3 s1 _E2F747CD-F4D7-4473-B2BC-13E45EF16F3A _E295F486-C5C6-4EA6-8E65-C21476D1ABD3
PowerElectronicsConnection BatteryUnit DER_632_a_3 DER_632_a_3 tlx_632_a_h_3 s2 _E2F747CD-F4D7-4473-B2BC-13E45EF16F3A _E295F486-C5C6-4EA6-8E65-C21476D1ABD3
PowerElectronicsConnection BatteryUnit DER_632_a_30 DER_632_a_30 tlx_632_a_h_30 SoC _4119114B-0C94-465F-AD1E-5A7909018EB4 _E9152ED7-7EFF-4A07-8C85-1CB03D4BB564
PowerElectronicsConnection BatteryUnit DER_632_a_30 DER_632_a_30 tlx_632_a_h_30 s1 _4119114B-0C94-465F-AD1E-5A7909018EB4 _E9152ED7-7EFF-4A07-8C85-1CB03D4BB564
PowerElectronicsConnection BatteryUnit DER_632_a_30 DER_632_a_30 tlx_632_a_h_30 s2 _4119114B-0C94-465F-AD1E-5A7909018EB4 _E9152ED7-7EFF-4A07-8C85-1CB03D4BB564
PowerElectronicsConnection BatteryUnit DER_632_a_31 DER_632_a_31 tlx_632_a_h_31 SoC _3B7567DE-196B-45B7-BC07-50715E4A757D _44E3D69D-69E5-4141-A53A-0F78776D1E1F
PowerElectronicsConnection BatteryUnit DER_632_a_31 DER_632_a_31 tlx_632_a_h_31 s1 _3B7567DE-196B-45B7-BC07-50715E4A757D _44E3D69D-69E5-4141-A53A-0F78776D1E1F
PowerElectronicsConnection BatteryUnit DER_632_a_31 DER_632_a_31 tlx_632_a_h_31 s2 _3B7567DE-196B-45B7-BC07-50715E4A757D _44E3D69D-69E5-4141-A53A-0F78776D1E1F
PowerElectronicsConnection BatteryUnit DER_632_a_32 DER_632_a_32 tlx_632_a_h_32 SoC _D1C8C925-4454-4909-9693-41EA666D39A4 _5972F884-4476-4C7D-B56C-4881C492BC08
PowerElectronicsConnection BatteryUnit DER_632_a_32 DER_632_a_32 tlx_632_a_h_32 s1 _D1C8C925-4454-4909-9693-41EA666D39A4 _5972F884-4476-4C7D-B56C-4881C492BC08
PowerElectronicsConnection BatteryUnit DER_632_a_32 DER_632_a_32 tlx_632_a_h_32 s2 _D1C8C925-4454-4909-9693-41EA666D39A4 _5972F884-4476-4C7D-B56C-4881C492BC08
PowerElectronicsConnection BatteryUnit DER_632_a_33 DER_632_a_33 tlx_632_a_h_33 SoC _9665DFAB-3EFB-4BC2-BD43-C568027C3085 _D4DF59A7-A7B1-4DEC-AB5F-AA496523B66C
PowerElectronicsConnection BatteryUnit DER_632_a_33 DER_632_a_33 tlx_632_a_h_33 s1 _9665DFAB-3EFB-4BC2-BD43-C568027C3085 _D4DF59A7-A7B1-4DEC-AB5F-AA496523B66C
PowerElectronicsConnection BatteryUnit DER_632_a_33 DER_632_a_33 tlx_632_a_h_33 s2 _9665DFAB-3EFB-4BC2-BD43-C568027C3085 _D4DF59A7-A7B1-4DEC-AB5F-AA496523B66C
PowerElectronicsConnection BatteryUnit DER_632_a_34 DER_632_a_34 tlx_632_a_h_34 SoC _8CA0C4D6-3AA5-46EA-A66E-97FD40D0E6EB _A6C488F6-EFF4-4C0A-942A-F8DB13C8ECFE
PowerElectronicsConnection BatteryUnit DER_632_a_34 DER_632_a_34 tlx_632_a_h_34 s1 _8CA0C4D6-3AA5-46EA-A66E-97FD40D0E6EB _A6C488F6-EFF4-4C0A-942A-F8DB13C8ECFE
PowerElectronicsConnection BatteryUnit DER_632_a_34 DER_632_a_34 tlx_632_a_h_34 s2 _8CA0C4D6-3AA5-46EA-A66E-97FD40D0E6EB _A6C488F6-EFF4-4C0A-942A-F8DB13C8ECFE
PowerElectronicsConnection BatteryUnit DER_632_a_35 DER_632_a_35 tlx_632_a_h_35 SoC _CFF2A074-4D75-4DE6-992B-B4F1786EA4AA _6714EFC1-CB26-4201-8CDF-929B95A4FD53
PowerElectronicsConnection BatteryUnit DER_632_a_35 DER_632_a_35 tlx_632_a_h_35 s1 _CFF2A074-4D75-4DE6-992B-B4F1786EA4AA _6714EFC1-CB26-4201-8CDF-929B95A4FD53
PowerElectronicsConnection BatteryUnit DER_632_a_35 DER_632_a_35 tlx_632_a_h_35 s2 _CFF2A074-4D75-4DE6-992B-B4F1786EA4AA _6714EFC1-CB26-4201-8CDF-929B95A4FD53
PowerElectronicsConnection BatteryUnit DER_632_a_36 DER_632_a_36 tlx_632_a_h_36 SoC _8186C3A1-D6EB-48D4-ADA4-5F819CFE103E _E5355628-2E5F-4F9F-80D7-C20F9F8F1303
PowerElectronicsConnection BatteryUnit DER_632_a_36 DER_632_a_36 tlx_632_a_h_36 s1 _8186C3A1-D6EB-48D4-ADA4-5F819CFE103E _E5355628-2E5F-4F9F-80D7-C20F9F8F1303
PowerElectronicsConnection BatteryUnit DER_632_a_36 DER_632_a_36 tlx_632_a_h_36 s2 _8186C3A1-D6EB-48D4-ADA4-5F819CFE103E _E5355628-2E5F-4F9F-80D7-C20F9F8F1303
PowerElectronicsConnection BatteryUnit DER_632_a_37 DER_632_a_37 tlx_632_a_h_37 SoC _CCEEB261-ABF4-4800-8C17-CC5B70056B9C _CD601068-604B-4759-B2A7-6B9D50CCF269
PowerElectronicsConnection BatteryUnit DER_632_a_37 DER_632_a_37 tlx_632_a_h_37 s1 _CCEEB261-ABF4-4800-8C17-CC5B70056B9C _CD601068-604B-4759-B2A7-6B9D50CCF269
PowerElectronicsConnection BatteryUnit DER_632_a_37 DER_632_a_37 tlx_632_a_h_37 s2 _CCEEB261-ABF4-4800-8C17-CC5B70056B9C _CD601068-604B-4759-B2A7-6B9D50CCF269
PowerElectronicsConnection BatteryUnit DER_632_a_38 DER_632_a_38 tlx_632_a_h_38 SoC _B758056A-9986-4D7F-B967-D27906A7F76E _9A21F9C6-F3E9-487A-AAD1-264BA5D51F1B
PowerElectronicsConnection BatteryUnit DER_632_a_38 DER_632_a_38 tlx_632_a_h_38 s1 _B758056A-9986-4D7F-B967-D27906A7F76E _9A21F9C6-F3E9-487A-AAD1-264BA5D51F1B
PowerElectronicsConnection BatteryUnit DER_632_a_38 DER_632_a_38 tlx_632_a_h_38 s2 _B758056A-9986-4D7F-B967-D27906A7F76E _9A21F9C6-F3E9-487A-AAD1-264BA5D51F1B
PowerElectronicsConnection BatteryUnit DER_632_a_39 DER_632_a_39 tlx_632_a_h_39 SoC _F4D149CB-464C-4B89-8C63-233550467C8C _FA21C3D4-03E2-4800-BA2A-0473B644D637
PowerElectronicsConnection BatteryUnit DER_632_a_39 DER_632_a_39 tlx_632_a_h_39 s1 _F4D149CB-464C-4B89-8C63-233550467C8C _FA21C3D4-03E2-4800-BA2A-0473B644D637
PowerElectronicsConnection BatteryUnit DER_632_a_39 DER_632_a_39 tlx_632_a_h_39 s2 _F4D149CB-464C-4B89-8C63-233550467C8C _FA21C3D4-03E2-4800-BA2A-0473B644D637
PowerElectronicsConnection BatteryUnit DER_632_a_4 DER_632_a_4 tlx_632_a_h_4 SoC _D56659B6-6A33-4776-9616-5F569C5D5C21 _8D839876-691B-4C71-8000-0E7F1AA10B66
PowerElectronicsConnection BatteryUnit DER_632_a_4 DER_632_a_4 tlx_632_a_h_4 s1 _D56659B6-6A33-4776-9616-5F569C5D5C21 _8D839876-691B-4C71-8000-0E7F1AA10B66
PowerElectronicsConnection BatteryUnit DER_632_a_4 DER_632_a_4 tlx_632_a_h_4 s2 _D56659B6-6A33-4776-9616-5F569C5D5C21 _8D839876-691B-4C71-8000-0E7F1AA10B66
PowerElectronicsConnection BatteryUnit DER_632_a_40 DER_632_a_40 tlx_632_a_h_40 SoC _1F65051F-B9A8-4771-A81B-900D7FB328F9 _75F6F9BB-135B-4B4C-A426-829D3452733E
PowerElectronicsConnection BatteryUnit DER_632_a_40 DER_632_a_40 tlx_632_a_h_40 s1 _1F65051F-B9A8-4771-A81B-900D7FB328F9 _75F6F9BB-135B-4B4C-A426-829D3452733E
PowerElectronicsConnection BatteryUnit DER_632_a_40 DER_632_a_40 tlx_632_a_h_40 s2 _1F65051F-B9A8-4771-A81B-900D7FB328F9 _75F6F9BB-135B-4B4C-A426-829D3452733E
PowerElectronicsConnection BatteryUnit DER_632_a_5 DER_632_a_5 tlx_632_a_h_5 SoC _A1FC65CB-908E-4A06-A30A-3B98E8543418 _941C6D95-1D1B-4A6A-AF58-9E8438DD55CB
PowerElectronicsConnection BatteryUnit DER_632_a_5 DER_632_a_5 tlx_632_a_h_5 s1 _A1FC65CB-908E-4A06-A30A-3B98E8543418 _941C6D95-1D1B-4A6A-AF58-9E8438DD55CB
PowerElectronicsConnection BatteryUnit DER_632_a_5 DER_632_a_5 tlx_632_a_h_5 s2 _A1FC65CB-908E-4A06-A30A-3B98E8543418 _941C6D95-1D1B-4A6A-AF58-9E8438DD55CB
PowerElectronicsConnection BatteryUnit DER_632_a_6 DER_632_a_6 tlx_632_a_h_6 SoC _992A6849-9CFB-42E0-8DF6-C42FF57C472F _A9643020-EA3F-420B-9310-EB05C682EF84
PowerElectronicsConnection BatteryUnit DER_632_a_6 DER_632_a_6 tlx_632_a_h_6 s1 _992A6849-9CFB-42E0-8DF6-C42FF57C472F _A9643020-EA3F-420B-9310-EB05C682EF84
PowerElectronicsConnection BatteryUnit DER_632_a_6 DER_632_a_6 tlx_632_a_h_6 s2 _992A6849-9CFB-42E0-8DF6-C42FF57C472F _A9643020-EA3F-420B-9310-EB05C682EF84
PowerElectronicsConnection BatteryUnit DER_632_a_7 DER_632_a_7 tlx_632_a_h_7 SoC _40C6C914-EFBF-4FE5-BE59-EC4456FCB341 _CAFD5E0B-F907-4207-8338-903EA3180C01
PowerElectronicsConnection BatteryUnit DER_632_a_7 DER_632_a_7 tlx_632_a_h_7 s1 _40C6C914-EFBF-4FE5-BE59-EC4456FCB341 _CAFD5E0B-F907-4207-8338-903EA3180C01
PowerElectronicsConnection BatteryUnit DER_632_a_7 DER_632_a_7 tlx_632_a_h_7 s2 _40C6C914-EFBF-4FE5-BE59-EC4456FCB341 _CAFD5E0B-F907-4207-8338-903EA3180C01
PowerElectronicsConnection BatteryUnit DER_632_a_8 DER_632_a_8 tlx_632_a_h_8 SoC _4629BC4B-21A6-4F75-BCCA-7C05A34FA093 _ADDD270E-0CDC-4509-8155-FBB4DBAD754F
PowerElectronicsConnection BatteryUnit DER_632_a_8 DER_632_a_8 tlx_632_a_h_8 s1 _4629BC4B-21A6-4F75-BCCA-7C05A34FA093 _ADDD270E-0CDC-4509-8155-FBB4DBAD754F
PowerElectronicsConnection BatteryUnit DER_632_a_8 DER_632_a_8 tlx_632_a_h_8 s2 _4629BC4B-21A6-4F75-BCCA-7C05A34FA093 _ADDD270E-0CDC-4509-8155-FBB4DBAD754F
PowerElectronicsConnection BatteryUnit DER_632_a_9 DER_632_a_9 tlx_632_a_h_9 SoC _0FF7B248-22CE-4366-A046-1B58DD256F10 _800FA0B9-C701-4AEB-B39E-1ECD9D811D91
PowerElectronicsConnection BatteryUnit DER_632_a_9 DER_632_a_9 tlx_632_a_h_9 s1 _0FF7B248-22CE-4366-A046-1B58DD256F10 _800FA0B9-C701-4AEB-B39E-1ECD9D811D91
PowerElectronicsConnection BatteryUnit DER_632_a_9 DER_632_a_9 tlx_632_a_h_9 s2 _0FF7B248-22CE-4366-A046-1B58DD256F10 _800FA0B9-C701-4AEB-B39E-1ECD9D811D91
PowerElectronicsConnection BatteryUnit DER_632_b_1 DER_632_b_1 tlx_632_b_h_1 SoC _842983A1-0819-4996-B53D-3528BBB06742 _4BCE3701-1911-4C6F-9EC3-9265F0D11DE2
PowerElectronicsConnection BatteryUnit DER_632_b_1 DER_632_b_1 tlx_632_b_h_1 s1 _842983A1-0819-4996-B53D-3528BBB06742 _4BCE3701-1911-4C6F-9EC3-9265F0D11DE2
PowerElectronicsConnection BatteryUnit DER_632_b_1 DER_632_b_1 tlx_632_b_h_1 s2 _842983A1-0819-4996-B53D-3528BBB06742 _4BCE3701-1911-4C6F-9EC3-9265F0D11DE2
PowerElectronicsConnection BatteryUnit DER_632_b_10 DER_632_b_10 tlx_632_b_h_10 SoC _F9428DC1-DD3A-4520-B8AF-C9909773AE30 _45C9E4B8-85C2-45A1-9118-88F549E2E667
PowerElectronicsConnection BatteryUnit DER_632_b_10 DER_632_b_10 tlx_632_b_h_10 s1 _F9428DC1-DD3A-4520-B8AF-C9909773AE30 _45C9E4B8-85C2-45A1-9118-88F549E2E667
