LinearShuntCompensator cap2 n611 C _914AAA0D-2390-4529-AB33-AEE59E116A6E _4D4249B6-B1C1-4FFB-923B-8E1FE55E8212
LinearShuntCompensator cap1 n675 A _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 B _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 C _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
PowerTransformer RatioTapChanger Reg 2 rg60 A _3508623F-8B18-43E5-9C47-076265A27FC5 _DEF7E7E5-E406-4D86-8437-C9DB746F5C18
PowerElectronicsConnection BatteryUnit trip_load_611_c_7 trip_load_611_c_7_Battery tlx_611_c_h_7 s1 _603DBECC-8EE5-4E3A-A26E-561E539C2BA5 _E5072D4E-E869-4137-80DD-62F093591C39
PowerElectronicsConnection BatteryUnit trip_load_611_c_7 trip_load_611_c_7_Battery tlx_611_c_h_7 s2 _603DBECC-8EE5-4E3A-A26E-561E539C2BA5 _E5072D4E-E869-4137-80DD-62F093591C39
PowerElectronicsConnection BatteryUnit trip_load_611_c_8 trip_load_611_c_8_Battery tlx_611_c_h_8 SoC _CC6C6B08-73B5-4041-9613-1AA440053A34 _B3BF9017-885F-4311-9528-13AD18E11FA9
PowerElectronicsConnection BatteryUnit trip_load_611_c_8 trip_load_611_c_8_Battery tlx_611_c_h_8 s1 _CC6C6B08-73B5-4041-9613-1AA440053A34 _B3BF9017-885F-4311-9528-13AD18E11FA9
PowerElectronicsConnection BatteryUnit trip_load_611_c_8 trip_load_611_c_8_Battery tlx_611_c_h_8 s2 _CC6C6B08-73B5-4041-9613-1AA440053A34 _B3BF9017-885F-4311-9528-13AD18E11FA9
PowerElectronicsConnection BatteryUnit trip_load_611_c_9 trip_load_611_c_9_Battery tlx_611_c_h_9 SoC _EAF47496-6D25-4E52-B31C-DBF9F8E91492 _040BB424-41F4-4EF1-97A6-508DEE9151BC
PowerElectronicsConnection BatteryUnit trip_load_611_c_9 trip_load_611_c_9_Battery tlx_611_c_h_9 s1 _EAF47496-6D25-4E52-B31C-DBF9F8E91492 _040BB424-41F4-4EF1-97A6-508DEE9151BC
PowerElectronicsConnection BatteryUnit trip_load_611_c_9 trip_load_611_c_9_Battery tlx_611_c_h_9 s2 _EAF47496-6D25-4E52-B31C-DBF9F8E91492 _040BB424-41F4-4EF1-97A6-508DEE9151BC
PowerElectronicsConnection BatteryUnit trip_load_632_a_1 trip_load_632_a_1_Battery tlx_632_a_h_1 SoC _0DD75E7A-5AE1-4343-8A02-14C0BEF6A744 _88DC906B-A245-4FB7-85A9-F71D7A7F68EE
PowerElectronicsConnection BatteryUnit trip_load_632_a_1 trip_load_632_a_1_Battery tlx_632_a_h_1 s1 _0DD75E7A-5AE1-4343-8A02-14C0BEF6A744 _88DC906B-A245-4FB7-85A9-F71D7A7F68EE
PowerElectronicsConnection BatteryUnit trip_load_632_a_1 trip_load_632_a_1_Battery tlx_632_a_h_1 s2 _0DD75E7A-5AE1-4343-8A02-14C0BEF6A744 _88DC906B-A245-4FB7-85A9-F71D7A7F68EE
PowerElectronicsConnection BatteryUnit trip_load_632_a_10 trip_load_632_a_10_Battery tlx_632_a_h_10 SoC _CA573012-2C25-4AB3-AD66-BB5071434B08 _AD0B94D1-CE1F-4970-A482-73C512128E7E
PowerElectronicsConnection BatteryUnit trip_load_632_a_10 trip_load_632_a_10_Battery tlx_632_a_h_10 s1 _CA573012-2C25-4AB3-AD66-BB5071434B08 _AD0B94D1-CE1F-4970-A482-73C512128E7E
PowerElectronicsConnection BatteryUnit trip_load_632_a_10 trip_load_632_a_10_Battery tlx_632_a_h_10 s2 _CA573012-2C25-4AB3-AD66-BB5071434B08 _AD0B94D1-CE1F-4970-A482-73C512128E7E
PowerElectronicsConnection BatteryUnit trip_load_632_a_11 trip_load_632_a_11_Battery tlx_632_a_h_11 SoC _8DDEDA13-E484-4897-A055-37EBCDC73157 _86565984-C342-45B0-BE2A-ACF57A8FFE49
PowerElectronicsConnection BatteryUnit trip_load_632_a_11 trip_load_632_a_11_Battery tlx_632_a_h_11 s1 _8DDEDA13-E484-4897-A055-37EBCDC73157 _86565984-C342-45B0-BE2A-ACF57A8FFE49
PowerElectronicsConnection BatteryUnit trip_load_632_a_11 trip_load_632_a_11_Battery tlx_632_a_h_11 s2 _8DDEDA13-E484-4897-A055-37EBCDC73157 _86565984-C342-45B0-BE2A-ACF57A8FFE49
PowerElectronicsConnection BatteryUnit trip_load_632_a_12 trip_load_632_a_12_Battery tlx_632_a_h_12 SoC _D4D382EE-0FF5-4F05-AC47-FF900FB28553 _C7F9042F-93E1-44B5-B804-BE37EF02AA19
PowerElectronicsConnection BatteryUnit trip_load_632_a_12 trip_load_632_a_12_Battery tlx_632_a_h_12 s1 _D4D382EE-0FF5-4F05-AC47-FF900FB28553 _C7F9042F-93E1-44B5-B804-BE37EF02AA19
PowerElectronicsConnection BatteryUnit trip_load_632_a_12 trip_load_632_a_12_Battery tlx_632_a_h_12 s2 _D4D382EE-0FF5-4F05-AC47-FF900FB28553 _C7F9042F-93E1-44B5-B804-BE37EF02AA19
PowerElectronicsConnection BatteryUnit trip_load_632_a_13 trip_load_632_a_13_Battery tlx_632_a_h_13 SoC _1BD8F28F-FDFD-41E1-A2AD-F8811124C582 _044532EA-EEEC-4912-8D36-7BC0F041D770
PowerElectronicsConnection BatteryUnit trip_load_632_a_13 trip_load_632_a_13_Battery tlx_632_a_h_13 s1 _1BD8F28F-FDFD-41E1-A2AD-F8811124C582 _044532EA-EEEC-4912-8D36-7BC0F041D770
PowerElectronicsConnection BatteryUnit trip_load_632_a_13 trip_load_632_a_13_Battery tlx_632_a_h_13 s2 _1BD8F28F-FDFD-41E1-A2AD-F8811124C582 _044532EA-EEEC-4912-8D36-7BC0F041D770
PowerElectronicsConnection BatteryUnit trip_load_632_a_14 trip_load_632_a_14_Battery tlx_632_a_h_14 SoC _3B62D140-0440-40C2-B81A-26ED12818952 _51D69820-3F74-4460-ACF3-E2E9FC4AFB83
PowerElectronicsConnection BatteryUnit trip_load_632_a_14 trip_load_632_a_14_Battery tlx_632_a_h_14 s1 _3B62D140-0440-40C2-B81A-26ED12818952 _51D69820-3F74-4460-ACF3-E2E9FC4AFB83
PowerElectronicsConnection BatteryUnit trip_load_632_a_14 trip_load_632_a_14_Battery tlx_632_a_h_14 s2 _3B62D140-0440-40C2-B81A-26ED12818952 _51D69820-3F74-4460-ACF3-E2E9FC4AFB83
PowerElectronicsConnection BatteryUnit trip_load_632_a_15 trip_load_632_a_15_Battery tlx_632_a_h_15 SoC _E04DFBFA-6A43-4082-AE45-3FBC3C553F01 _FC68F510-CEE3-401A-9CD4-C53D3C86BC0B
PowerElectronicsConnection BatteryUnit trip_load_632_a_15 trip_load_632_a_15_Battery tlx_632_a_h_15 s1 _E04DFBFA-6A43-4082-AE45-3FBC3C553F01 _FC68F510-CEE3-401A-9CD4-C53D3C86BC0B
PowerElectronicsConnection BatteryUnit trip_load_632_a_15 trip_load_632_a_15_Battery tlx_632_a_h_15 s2 _E04DFBFA-6A43-4082-AE45-3FBC3C553F01 _FC68F510-CEE3-401A-9CD4-C53D3C86BC0B
PowerElectronicsConnection BatteryUnit trip_load_632_a_16 trip_load_632_a_16_Battery tlx_632_a_h_16 SoC _CABE6360-B97E-468F-B908-BDE7BB4EE6FC _E52D37E9-E92A-4922-B88A-601C2B7D12FE
PowerElectronicsConnection BatteryUnit trip_load_632_a_16 trip_load_632_a_16_Battery tlx_632_a_h_16 s1 _CABE6360-B97E-468F-B908-BDE7BB4EE6FC _E52D37E9-E92A-4922-B88A-601C2B7D12FE
PowerElectronicsConnection BatteryUnit trip_load_632_a_16 trip_load_632_a_16_Battery tlx_632_a_h_16 s2 _CABE6360-B97E-468F-B908-BDE7BB4EE6FC _E52D37E9-E92A-4922-B88A-601C2B7D12FE
PowerElectronicsConnection BatteryUnit trip_load_632_a_17 trip_load_632_a_17_Battery tlx_632_a_h_17 SoC _C3DC728E-9A10-4CA4-A454-A025644BCB3B _C11FD40C-399B-4317-9648-8FA9BBFABE34
PowerElectronicsConnection BatteryUnit trip_load_632_a_17 trip_load_632_a_17_Battery tlx_632_a_h_17 s1 _C3DC728E-9A10-4CA4-A454-A025644BCB3B _C11FD40C-399B-4317-9648-8FA9BBFABE34
PowerElectronicsConnection BatteryUnit trip_load_632_a_17 trip_load_632_a_17_Battery tlx_632_a_h_17 s2 _C3DC728E-9A10-4CA4-A454-A025644BCB3B _C11FD40C-399B-4317-9648-8FA9BBFABE34
PowerElectronicsConnection BatteryUnit trip_load_632_a_18 trip_load_632_a_18_Battery tlx_632_a_h_18 SoC _23BB65AE-4B9B-4C7F-A780-56C2AF99EACA _5E4F53AD-0973-472C-B9D0-3BFC77FEF798
PowerElectronicsConnection BatteryUnit trip_load_632_a_18 trip_load_632_a_18_Battery tlx_632_a_h_18 s1 _23BB65AE-4B9B-4C7F-A780-56C2AF99EACA _5E4F53AD-0973-472C-B9D0-3BFC77FEF798
PowerElectronicsConnection BatteryUnit trip_load_632_a_18 trip_load_632_a_18_Battery tlx_632_a_h_18 s2 _23BB65AE-4B9B-4C7F-A780-56C2AF99EACA _5E4F53AD-0973-472C-B9D0-3BFC77FEF798
PowerElectronicsConnection BatteryUnit trip_load_632_a_19 trip_load_632_a_19_Battery tlx_632_a_h_19 SoC _6F645F63-F4BF-4F4D-877A-3589C3110341 _EBBF0898-1445-44A8-B3CC-C0520663A6A5
PowerElectronicsConnection BatteryUnit trip_load_632_a_19 trip_load_632_a_19_Battery tlx_632_a_h_19 s1 _6F645F63-F4BF-4F4D-877A-3589C3110341 _EBBF0898-1445-44A8-B3CC-C0520663A6A5
PowerElectronicsConnection BatteryUnit trip_load_632_a_19 trip_load_632_a_19_Battery tlx_632_a_h_19 s2 _6F645F63-F4BF-4F4D-877A-3589C3110341 _EBBF0898-1445-44A8-B3CC-C0520663A6A5
PowerElectronicsConnection BatteryUnit trip_load_632_a_2 trip_load_632_a_2_Battery tlx_632_a_h_2 SoC _5951ED80-FE53-4CE2-BBA3-F2FA3B7DA186 _D6486514-974E-414E-99E0-178394DFA07B
PowerElectronicsConnection BatteryUnit trip_load_632_a_2 trip_load_632_a_2_Battery tlx_632_a_h_2 s1 _5951ED80-FE53-4CE2-BBA3-F2FA3B7DA186 _D6486514-974E-414E-99E0-178394DFA07B
PowerElectronicsConnection BatteryUnit trip_load_632_a_2 trip_load_632_a_2_Battery tlx_632_a_h_2 s2 _5951ED80-FE53-4CE2-BBA3-F2FA3B7DA186 _D6486514-974E-414E-99E0-178394DFA07B
PowerElectronicsConnection BatteryUnit trip_load_632_a_20 trip_load_632_a_20_Battery tlx_632_a_h_20 SoC _D5082D26-AEA3-4E30-8190-4E59120F321D _4C0B34FA-B0F1-40A3-A6B1-5B35BB5C3BF4
PowerElectronicsConnection BatteryUnit trip_load_632_a_20 trip_load_632_a_20_Battery tlx_632_a_h_20 s1 _D5082D26-AEA3-4E30-8190-4E59120F321D _4C0B34FA-B0F1-40A3-A6B1-5B35BB5C3BF4
PowerElectronicsConnection BatteryUnit trip_load_632_a_20 trip_load_632_a_20_Battery tlx_632_a_h_20 s2 _D5082D26-AEA3-4E30-8190-4E59120F321D _4C0B34FA-B0F1-40A3-A6B1-5B35BB5C3BF4
PowerElectronicsConnection BatteryUnit trip_load_632_a_21 trip_load_632_a_21_Battery tlx_632_a_h_21 SoC _F7280979-BCDA-4AA6-897E-2FD6B97050B6 _2C0679F3-E27A-46B4-866C-B2654DA6BAD3
PowerElectronicsConnection BatteryUnit trip_load_632_a_21 trip_load_632_a_21_Battery tlx_632_a_h_21 s1 _F7280979-BCDA-4AA6-897E-2FD6B97050B6 _2C0679F3-E27A-46B4-866C-B2654DA6BAD3
PowerElectronicsConnection BatteryUnit trip_load_632_a_21 trip_load_632_a_21_Battery tlx_632_a_h_21 s2 _F7280979-BCDA-4AA6-897E-2FD6B97050B6 _2C0679F3-E27A-46B4-866C-B2654DA6BAD3
PowerElectronicsConnection BatteryUnit trip_load_632_a_22 trip_load_632_a_22_Battery tlx_632_a_h_22 SoC _CFDAFE19-A1EA-40F0-8F73-E3D896B910F5 _03B23C3F-2DF3-47CB-9B00-FE81F83AF3B6
PowerElectronicsConnection BatteryUnit trip_load_632_a_22 trip_load_632_a_22_Battery tlx_632_a_h_22 s1 _CFDAFE19-A1EA-40F0-8F73-E3D896B910F5 _03B23C3F-2DF3-47CB-9B00-FE81F83AF3B6
PowerElectronicsConnection BatteryUnit trip_load_632_a_22 trip_load_632_a_22_Battery tlx_632_a_h_22 s2 _CFDAFE19-A1EA-40F0-8F73-E3D896B910F5 _03B23C3F-2DF3-47CB-9B00-FE81F83AF3B6
PowerElectronicsConnection BatteryUnit trip_load_632_a_23 trip_load_632_a_23_Battery tlx_632_a_h_23 SoC _BF1C950C-5EB1-423E-8E49-470C30475E4A _55278ABE-7823-407A-B5E9-D1F2CB44B95F
PowerElectronicsConnection BatteryUnit trip_load_632_a_23 trip_load_632_a_23_Battery tlx_632_a_h_23 s1 _BF1C950C-5EB1-423E-8E49-470C30475E4A _55278ABE-7823-407A-B5E9-D1F2CB44B95F
PowerElectronicsConnection BatteryUnit trip_load_632_a_23 trip_load_632_a_23_Battery tlx_632_a_h_23 s2 _BF1C950C-5EB1-423E-8E49-470C30475E4A _55278ABE-7823-407A-B5E9-D1F2CB44B95F
PowerElectronicsConnection BatteryUnit trip_load_632_a_24 trip_load_632_a_24_Battery tlx_632_a_h_24 SoC _5E6E60EF-B28B-4C9A-A4ED-4F09FD51F9EE _EC126846-15C8-4D31-96D1-5EF422D83D03
PowerElectronicsConnection BatteryUnit trip_load_632_a_24 trip_load_632_a_24_Battery tlx_632_a_h_24 s1 _5E6E60EF-B28B-4C9A-A4ED-4F09FD51F9EE _EC126846-15C8-4D31-96D1-5EF422D83D03
PowerElectronicsConnection BatteryUnit trip_load_632_a_24 trip_load_632_a_24_Battery tlx_632_a_h_24 s2 _5E6E60EF-B28B-4C9A-A4ED-4F09FD51F9EE _EC126846-15C8-4D31-96D1-5EF422D83D03
PowerElectronicsConnection BatteryUnit trip_load_632_a_25 trip_load_632_a_25_Battery tlx_632_a_h_25 SoC _39215301-5D78-4437-BCF1-5AE83D86B498 _C0E5576F-7D9B-44A0-98C0-B92BCF193238
PowerElectronicsConnection BatteryUnit trip_load_632_a_25 trip_load_632_a_25_Battery tlx_632_a_h_25 s1 _39215301-5D78-4437-BCF1-5AE83D86B498 _C0E5576F-7D9B-44A0-98C0-B92BCF193238
PowerElectronicsConnection BatteryUnit trip_load_632_a_25 trip_load_632_a_25_Battery tlx_632_a_h_25 s2 _39215301-5D78-4437-BCF1-5AE83D86B498 _C0E5576F-7D9B-44A0-98C0-B92BCF193238
PowerElectronicsConnection BatteryUnit trip_load_632_a_26 trip_load_632_a_26_Battery tlx_632_a_h_26 SoC _06D8AB76-2CC5-4940-A8A2-7F791285C5A3 _BC994563-FB5A-4192-886E-FDF7B64C9328
PowerElectronicsConnection BatteryUnit trip_load_632_a_26 trip_load_632_a_26_Battery tlx_632_a_h_26 s1 _06D8AB76-2CC5-4940-A8A2-7F791285C5A3 _BC994563-FB5A-4192-886E-FDF7B64C9328
PowerElectronicsConnection BatteryUnit trip_load_632_a_26 trip_load_632_a_26_Battery tlx_632_a_h_26 s2 _06D8AB76-2CC5-4940-A8A2-7F791285C5A3 _BC994563-FB5A-4192-886E-FDF7B64C9328
PowerElectronicsConnection BatteryUnit trip_load_632_a_27 trip_load_632_a_27_Battery tlx_632_a_h_27 SoC _8BFC1BBA-8D66-4916-934A-BF22A8910CE9 _58F5CA94-EE42-4E5C-945B-219BA54CF2DB
PowerElectronicsConnection BatteryUnit trip_load_632_a_27 trip_load_632_a_27_Battery tlx_632_a_h_27 s1 _8BFC1BBA-8D66-4916-934A-BF22A8910CE9 _58F5CA94-EE42-4E5C-945B-219BA54CF2DB
PowerElectronicsConnection BatteryUnit trip_load_632_a_27 trip_load_632_a_27_Battery tlx_632_a_h_27 s2 _8BFC1BBA-8D66-4916-934A-BF22A8910CE9 _58F5CA94-EE42-4E5C-945B-219BA54CF2DB
PowerElectronicsConnection BatteryUnit trip_load_632_a_28 trip_load_632_a_28_Battery tlx_632_a_h_28 SoC _AB503BAF-FFD7-4BC5-8E2F-F42618151B5B _76A5A4A0-CAEA-41C7-BDD8-C56DC5D3D4D2
PowerElectronicsConnection BatteryUnit trip_load_632_a_28 trip_load_632_a_28_Battery tlx_632_a_h_28 s1 _AB503BAF-FFD7-4BC5-8E2F-F42618151B5B _76A5A4A0-CAEA-41C7-BDD8-C56DC5D3D4D2
PowerElectronicsConnection BatteryUnit trip_load_632_a_28 trip_load_632_a_28_Battery tlx_632_a_h_28 s2 _AB503BAF-FFD7-4BC5-8E2F-F42618151B5B _76A5A4A0-CAEA-41C7-BDD8-C56DC5D3D4D2
PowerElectronicsConnection BatteryUnit trip_load_632_a_29 trip_load_632_a_29_Battery tlx_632_a_h_29 SoC _EFAF5E1B-AAD2-4864-9B9B-D1D5872C51EF _40F801C2-AC85-4D1A-9E0E-AAA3D085F96A
PowerElectronicsConnection BatteryUnit trip_load_632_a_29 trip_load_632_a_29_Battery tlx_632_a_h_29 s1 _EFAF5E1B-AAD2-4864-9B9B-D1D5872C51EF _40F801C2-AC85-4D1A-9E0E-AAA3D085F96A
PowerElectronicsConnection BatteryUnit trip_load_632_a_29 trip_load_632_a_29_Battery tlx_632_a_h_29 s2 _EFAF5E1B-AAD2-4864-9B9B-D1D5872C51EF _40F801C2-AC85-4D1A-9E0E-AAA3D085F96A
PowerElectronicsConnection BatteryUnit trip_load_632_a_3 trip_load_632_a_3_Battery tlx_632_a_h_3 SoC _74E81D1B-1CAF-4EE9-A8E3-7B966C85FF3B _D1CB28C8-7FCC-4BE7-B946-57179D2DAD6D
PowerElectronicsConnection BatteryUnit trip_load_632_a_3 trip_load_632_a_3_Battery tlx_632_a_h_3 s1 _74E81D1B-1CAF-4EE9-A8E3-7B966C85FF3B _D1CB28C8-7FCC-4BE7-B946-57179D2DAD6D
PowerElectronicsConnection BatteryUnit trip_load_632_a_3 trip_load_632_a_3_Battery tlx_632_a_h_3 s2 _74E81D1B-1CAF-4EE9-A8E3-7B966C85FF3B _D1CB28C8-7FCC-4BE7-B946-57179D2DAD6D
PowerElectronicsConnection BatteryUnit trip_load_632_a_30 trip_load_632_a_30_Battery tlx_632_a_h_30 SoC _33F7182D-A2ED-472E-B03A-E09959193EA8 _316DE708-5754-479E-A250-F5B17E1FDFA3
PowerElectronicsConnection BatteryUnit trip_load_632_a_30 trip_load_632_a_30_Battery tlx_632_a_h_30 s1 _33F7182D-A2ED-472E-B03A-E09959193EA8 _316DE708-5754-479E-A250-F5B17E1FDFA3
PowerElectronicsConnection BatteryUnit trip_load_632_a_30 trip_load_632_a_30_Battery tlx_632_a_h_30 s2 _33F7182D-A2ED-472E-B03A-E09959193EA8 _316DE708-5754-479E-A250-F5B17E1FDFA3
PowerElectronicsConnection BatteryUnit trip_load_632_a_31 trip_load_632_a_31_Battery tlx_632_a_h_31 SoC _FB540085-ECE2-406E-B497-0AB075F35A7A _1D04BD24-C9F0-4614-8436-D677CC37DC97
PowerElectronicsConnection BatteryUnit trip_load_632_a_31 trip_load_632_a_31_Battery tlx_632_a_h_31 s1 _FB540085-ECE2-406E-B497-0AB075F35A7A _1D04BD24-C9F0-4614-8436-D677CC37DC97
PowerElectronicsConnection BatteryUnit trip_load_632_a_31 trip_load_632_a_31_Battery tlx_632_a_h_31 s2 _FB540085-ECE2-406E-B497-0AB075F35A7A _1D04BD24-C9F0-4614-8436-D677CC37DC97
PowerElectronicsConnection BatteryUnit trip_load_632_a_32 trip_load_632_a_32_Battery tlx_632_a_h_32 SoC _FFC1CF2D-ED68-4E15-ABED-7A09F9BCACA3 _9D14050B-9550-415F-858D-81D15363279F
PowerElectronicsConnection BatteryUnit trip_load_632_a_32 trip_load_632_a_32_Battery tlx_632_a_h_32 s1 _FFC1CF2D-ED68-4E15-ABED-7A09F9BCACA3 _9D14050B-9550-415F-858D-81D15363279F
PowerElectronicsConnection BatteryUnit trip_load_632_a_32 trip_load_632_a_32_Battery tlx_632_a_h_32 s2 _FFC1CF2D-ED68-4E15-ABED-7A09F9BCACA3 _9D14050B-9550-415F-858D-81D15363279F
PowerElectronicsConnection BatteryUnit trip_load_632_a_33 trip_load_632_a_33_Battery tlx_632_a_h_33 SoC _737687E0-7167-4790-8CC9-5686192CC986 _8B248414-659A-4FB9-A2A6-8F7FF5382D15
PowerElectronicsConnection BatteryUnit trip_load_632_a_33 trip_load_632_a_33_Battery tlx_632_a_h_33 s1 _737687E0-7167-4790-8CC9-5686192CC986 _8B248414-659A-4FB9-A2A6-8F7FF5382D15
PowerElectronicsConnection BatteryUnit trip_load_632_a_33 trip_load_632_a_33_Battery tlx_632_a_h_33 s2 _737687E0-7167-4790-8CC9-5686192CC986 _8B248414-659A-4FB9-A2A6-8F7FF5382D15
PowerElectronicsConnection BatteryUnit trip_load_632_a_34 trip_load_632_a_34_Battery tlx_632_a_h_34 SoC _634793D2-ECBF-4CED-8DFB-8F24BECCB659 _0E89C680-5785-499A-A89B-07751B75F525
PowerElectronicsConnection BatteryUnit trip_load_632_a_34 trip_load_632_a_34_Battery tlx_632_a_h_34 s1 _634793D2-ECBF-4CED-8DFB-8F24BECCB659 _0E89C680-5785-499A-A89B-07751B75F525
PowerElectronicsConnection BatteryUnit trip_load_632_a_34 trip_load_632_a_34_Battery tlx_632_a_h_34 s2 _634793D2-ECBF-4CED-8DFB-8F24BECCB659 _0E89C680-5785-499A-A89B-07751B75F525
PowerElectronicsConnection BatteryUnit trip_load_632_a_35 trip_load_632_a_35_Battery tlx_632_a_h_35 SoC _99D47313-E7AD-47A3-BE63-939EEED19567 _58F51D36-5F95-43B6-8F44-8938E8F22917
PowerElectronicsConnection BatteryUnit trip_load_632_a_35 trip_load_632_a_35_Battery tlx_632_a_h_35 s1 _99D47313-E7AD-47A3-BE63-939EEED19567 _58F51D36-5F95-43B6-8F44-8938E8F22917
PowerElectronicsConnection BatteryUnit trip_load_632_a_35 trip_load_632_a_35_Battery tlx_632_a_h_35 s2 _99D47313-E7AD-47A3-BE63-939EEED19567 _58F51D36-5F95-43B6-8F44-8938E8F22917
PowerElectronicsConnection BatteryUnit trip_load_632_a_36 trip_load_632_a_36_Battery tlx_632_a_h_36 SoC _BA449BC7-EB6D-45A5-BD46-5084E0F130F2 _DC2F3A1E-5548-40EA-A6F0-70100A72DD03
PowerElectronicsConnection BatteryUnit trip_load_632_a_36 trip_load_632_a_36_Battery tlx_632_a_h_36 s1 _BA449BC7-EB6D-45A5-BD46-5084E0F130F2 _DC2F3A1E-5548-40EA-A6F0-70100A72DD03
PowerElectronicsConnection BatteryUnit trip_load_632_a_36 trip_load_632_a_36_Battery tlx_632_a_h_36 s2 _BA449BC7-EB6D-45A5-BD46-5084E0F130F2 _DC2F3A1E-5548-40EA-A6F0-70100A72DD03
PowerElectronicsConnection BatteryUnit trip_load_632_a_37 trip_load_632_a_37_Battery tlx_632_a_h_37 SoC _E063CE37-2FF4-4B47-8E84-D987B8E7DB9B _E427429F-936E-49C4-BCA8-CDF020AA122B
PowerElectronicsConnection BatteryUnit trip_load_632_a_37 trip_load_632_a_37_Battery tlx_632_a_h_37 s1 _E063CE37-2FF4-4B47-8E84-D987B8E7DB9B _E427429F-936E-49C4-BCA8-CDF020AA122B
PowerElectronicsConnection BatteryUnit trip_load_632_a_37 trip_load_632_a_37_Battery tlx_632_a_h_37 s2 _E063CE37-2FF4-4B47-8E84-D987B8E7DB9B _E427429F-936E-49C4-BCA8-CDF020AA122B
PowerElectronicsConnection BatteryUnit trip_load_632_a_38 trip_load_632_a_38_Battery tlx_632_a_h_38 SoC _18CCB7FD-C4E6-46B8-AD21-785D16FC959F _5285EDFF-FD38-49B3-B563-8572C7C79B4E
PowerElectronicsConnection BatteryUnit trip_load_632_a_38 trip_load_632_a_38_Battery tlx_632_a_h_38 s1 _18CCB7FD-C4E6-46B8-AD21-785D16FC959F _5285EDFF-FD38-49B3-B563-8572C7C79B4E
PowerElectronicsConnection BatteryUnit trip_load_632_a_38 trip_load_632_a_38_Battery tlx_632_a_h_38 s2 _18CCB7FD-C4E6-46B8-AD21-785D16FC959F _5285EDFF-FD38-49B3-B563-8572C7C79B4E
PowerElectronicsConnection BatteryUnit trip_load_632_a_39 trip_load_632_a_39_Battery tlx_632_a_h_39 SoC _6A9141DA-A08B-46B2-96BE-C15B4C7C36A0 _014F3269-0E25-4D0F-8B22-444EAE99D9F9
PowerElectronicsConnection BatteryUnit trip_load_632_a_39 trip_load_632_a_39_Battery tlx_632_a_h_39 s1 _6A9141DA-A08B-46B2-96BE-C15B4C7C36A0 _014F3269-0E25-4D0F-8B22-444EAE99D9F9
PowerElectronicsConnection BatteryUnit trip_load_632_a_39 trip_load_632_a_39_Battery tlx_632_a_h_39 s2 _6A9141DA-A08B-46B2-96BE-C15B4C7C36A0 _014F3269-0E25-4D0F-8B22-444EAE99D9F9
PowerElectronicsConnection BatteryUnit trip_load_632_a_4 trip_load_632_a_4_Battery tlx_632_a_h_4 SoC _4D2F927B-C88D-4E86-B375-CCC119E15671 _D5FD8C40-FC48-4420-B511-ECC8D409840E
PowerElectronicsConnection BatteryUnit trip_load_632_a_4 trip_load_632_a_4_Battery tlx_632_a_h_4 s1 _4D2F927B-C88D-4E86-B375-CCC119E15671 _D5FD8C40-FC48-4420-B511-ECC8D409840E
PowerElectronicsConnection BatteryUnit trip_load_632_a_4 trip_load_632_a_4_Battery tlx_632_a_h_4 s2 _4D2F927B-C88D-4E86-B375-CCC119E15671 _D5FD8C40-FC48-4420-B511-ECC8D409840E
PowerElectronicsConnection BatteryUnit trip_load_632_a_40 trip_load_632_a_40_Battery tlx_632_a_h_40 SoC _775DF6DB-5730-4DB3-91C9-3C794F196DE6 _4A03D23F-2BAA-43B4-8E39-4F2EAA90E109
PowerElectronicsConnection BatteryUnit trip_load_632_a_40 trip_load_632_a_40_Battery tlx_632_a_h_40 s1 _775DF6DB-5730-4DB3-91C9-3C794F196DE6 _4A03D23F-2BAA-43B4-8E39-4F2EAA90E109
PowerElectronicsConnection BatteryUnit trip_load_632_a_40 trip_load_632_a_40_Battery tlx_632_a_h_40 s2 _775DF6DB-5730-4DB3-91C9-3C794F196DE6 _4A03D23F-2BAA-43B4-8E39-4F2EAA90E109
PowerElectronicsConnection BatteryUnit trip_load_632_a_5 trip_load_632_a_5_Battery tlx_632_a_h_5 SoC _18AEC103-54A6-4E27-A6A3-5BCCDC4C9C00 _1330C44E-EDC3-40E0-8D9E-574ED7DA3355
PowerElectronicsConnection BatteryUnit trip_load_632_a_5 trip_load_632_a_5_Battery tlx_632_a_h_5 s1 _18AEC103-54A6-4E27-A6A3-5BCCDC4C9C00 _1330C44E-EDC3-40E0-8D9E-574ED7DA3355
PowerElectronicsConnection BatteryUnit trip_load_632_a_5 trip_load_632_a_5_Battery tlx_632_a_h_5 s2 _18AEC103-54A6-4E27-A6A3-5BCCDC4C9C00 _1330C44E-EDC3-40E0-8D9E-574ED7DA3355
PowerElectronicsConnection BatteryUnit trip_load_632_a_6 trip_load_632_a_6_Battery tlx_632_a_h_6 SoC _BF8271B1-D5C4-4138-9D7C-216214007D6A _EAE9B817-DB30-4704-AE71-D8353DEB379A
