Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_652_A_H_40, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30596E-8,   -62.32, 3.74994E-12,  -165.96, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_1, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_1, 1.46839E-6,  -121.70,  1.4815E-6,    58.30,          0,     0.00,          0,     0.00, 1.31042E-8,    58.28, 5.62491E-12,  -104.04, 1.02898E-11,  -135.00,          0,     0.00,          0,     0.00, 1.53877E-11,  -124.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_2, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_3, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_4, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_5, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_6, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_7, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_8, 1.46839E-6,  -121.71, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00,  1.3093E-8,    58.30, 1.09518E-11,   -94.76, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,   -97.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_2, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_9, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30981E-8,    58.34, 6.94142E-12,   -31.61, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.37486E-12,   -50.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_10, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_11, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_12, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_13, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_14, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_15, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_16, 1.46839E-6,  -121.70, 1.48148E-6,    58.30,          0,     0.00,          0,     0.00, 1.30925E-8,    58.30, 3.74994E-12,    75.96, 3.63798E-12,    90.00,          0,     0.00,          0,     0.00, 7.33258E-12,    82.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_3, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_17, 1.46839E-6,  -121.71, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30929E-8,    58.31, 1.01685E-11,   -63.43, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00, 1.33745E-11,   -72.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_18,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_19,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_20,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_21,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_22,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_23,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_24,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_4, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_25, 1.46839E-6,  -121.71, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30929E-8,    58.31, 1.01685E-11,   -63.43, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00, 1.33745E-11,   -72.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_26,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_27,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_28,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_29,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_30,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_31,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_32,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_611_C_XFMR_611_C_5, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_33, 1.46839E-6,  -121.71, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30929E-8,    58.31, 1.01685E-11,   -63.43, 3.66629E-12,   -97.13,          0,     0.00,          0,     0.00, 1.33745E-11,   -72.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_34,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_35,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_36,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_37,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_38,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_611_C_H_39,  1.4684E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30858E-8,    58.27, 2.03369E-12,   116.57, 3.74994E-12,   -75.96,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
